CAT,CAT NAME (PT),F/R,L/R,U/L,I/O,MODEL,MDL NO,CROSS,CAR,MODEL,ANO DE I.,ANO FI.,TRSS,FRAME,ENGINE,SIZE,REMARK,PART NO.,Image Link,Count,File id
IA,PENDURAL,,L,,,RAN00,,,FORD,RANGER ,2000,2006,,,,,,IA454L13,,2,
IA,PENDURAL,,L,,,RAN07,,,FORD,RANGER ,2007,2012,,,,,,IA455L13,,1,
IA,PENDURAL,,R,,,455L,,,FORD,RANGER ,2007,2012,,,,,,IA455L14,,2,
IA,PENDURAL,,R,,,BT5007,,,MAHINDRA,BT50,2007,2011,,ALUA07,,,,IA455L14,,2,
IA,PENDURAL,,L,,,KB250,,,ISUZU,KB,2004,2012,,,,,,IA490L13,,1,
IC,BOBINA,,,,I,013L,,,TOYOTA,AURIS,2006,2011,,ZRE152,,,,IC013L17,,1,
IC,BOBINA,,,,I,061M,,,TOYOTA,COROLLA,1996,2000,,AE110,,,,IC061M17,,1,
IC,BOBINA,,,,I,062M,,,TOYOTA,COROLLA,2002,2006,,,,,,IC062M17,,1,
IC,BOBINA,,,,I,091V,,,TOYOTA,HILUX,2005,2015,,KUN25,,,,IC091V17,,1,
IC,BOBINA,,,,I,125L,,,TOYOTA,NOAH ,2004,2007,,AZR60,,,,IC125L17,,1,
IC,BOBINA,,,,I,145V,,,TOYOTA,PRADO,2002,2009,,KZJ95,,,,IC145V17,,1,
IC,BOBINA,,,,I,155L,,,TOYOTA,QUANTUM,2004,2020,,KDH200,,,,IC155L17,,1,
IC,BOBINA,,,,I,161L,,,TOYOTA,RACTIS,2005,2010,,NCP100,,,,IC161L17,,1,
IC,BOBINA,,,,I,170V,,,TOYOTA,RAV4,2006,2012,,ACA33,,,,IC170V17,,1,
IC,BOBINA,,,,I,181L,,,TOYOTA,RUNX,2002,2006,,NZE121-AHPNK,,,,IC181L17,,1,
IC,BOBINA,,,,I,221M,,,TOYOTA,VITZ,1999,2005,,SCP10,,,,IC221M17,,1,
IC,BOBINA,,,,I,303L,,,NISSAN,ALMERA ,2001,2006,,TA-N16,,,,IC303L17,,1,
IC,BOBINA,,,,I,349V,,,NISSAN,QASHQAI,2006,2013,,DBA-J10,,,,IC349V17,,1,
IC,BOBINA,,,,I,358M,,,NISSAN,SENTRA,1997,1999,,E-B14,,,,IC358M17,,1,
IC,BOBINA,,,,I,367L,,,NISSAN,X-TRAIL,2001,2007,,TA-T30,,,,IC367L17,,1,
IC,BOBINA,,,,I,368V,,,NISSAN,X-TRAIL,2007,2013,,DBA-NT31,,,,IC368V17,,1,
IC,BOBINA,,,,I,441M,,,MAHINDRA,ETUDE ,1999,2000,,,,,,IC441M17,,1,
IC,BOBINA,,,,I,784L,,,KIA,RIO,2005,2011,,,,,,IC784L17,,1,
PULL,POLIA,,,,,HIL05,,,TOYOTA,HILUX,2005,2015,,KUN25,,,,PULL091V10,,4,
PULL,POLIA,,,,,QUA04,,,TOYOTA,QUANTUM,2004,2020,,KDH200,,,,PULL091V10,,4,
PULL,POLIA,,,,,PRA02,,,TOYOTA,PRADO,2002,2009,,KZJ95,,,,PULL091V10,,4,
PULL,POLIA,,,,,PRA12,,,TOYOTA,PRADO,2012,2024,,GRJ151W-GKAZK,,,,PULL091V10,,4,
PULL,POLIA,,,,,HIL05,,,TOYOTA,HILUX,2005,2015,,KUN25,,,2.7,PULL155L10,,1,
RAB,CASQUILHO DE CHARION,R,,,,HIA92,,,TOYOTA,HIACE,1992,2004,,LH107,,,,RAB085M2,,1,
RAB,CASQUILHO DE CHARION,R,,,,FOR05,072V,,TOYOTA,FORTUNER,2005,2015,,TGN51,,,,RAB091V26,,2,
RAB,CASQUILHO DE CHARION,R,,,,REV16,177U,HIL05,TOYOTA,HILUX ,2016,2024,,GUN125,,,,RAB091V26,,2,
RAB,CASQUILHO DE CHARION,R,,L,O,HIL05,,,TOYOTA,HILUX,2005,2015,,KUN25,,,,RAB091V260,,1,
RAB,CASQUILHO DE CHARION,R,,L,I,HIL05,,,TOYOTA,HILUX,2005,2015,,KUN25,,,,RAB091V261,,1,
RAB,CASQUILHO DE CHARION,R,,,,LAN90,,,TOYOTA,LAND CRUISER,1990,1997,,FJ80,,,,RAB107M26,,1,
RAB,CASQUILHO DE CHARION,R,,,,PRA96,,,TOYOTA,PRADO,1996,2002,,KZJ90,,,,RAB147M26,,1,
RAB,CASQUILHO DE CHARION,R,,,,PRA96,,,TOYOTA,PRADO,1996,2002,,KZJ90,,,,RAB147M260,,1,
RAB,CASQUILHO DE CHARION,R,,,,RAC05,,,TOYOTA,RACTIS,2005,2010,,NCP100,,,,RAB161L2,,5,
RAB,CASQUILHO DE CHARION,R,,,,BEL05,,,TOYOTA,BELTA,2005,2016,,SCP92,,,,RAB161L2,,5,
RAB,CASQUILHO DE CHARION,R,,,,IST02,,,TOYOTA,IST,2002,2007,,NCP60,,,,RAB161L2,,5,
RAB,CASQUILHO DE CHARION,R,,,,IST07,,,TOYOTA,IST,2007,2016,,ZSP110,,,,RAB161L2,,5,
RAB,CASQUILHO DE CHARION,R,,,,AXI12,,,TOYOTA,AXIO,2012,2018,,NRE160,,,,RAB161L2,,5,
RAB,CASQUILHO DE CHARION,R,,,,ALL01,001L,RUN02,TOYOTA,ALLION,2001,2007,,NZT240,,,,RAB181L26,,4,
RAB,CASQUILHO DE CHARION,R,,,,RUN02,,,TOYOTA,RUNX,2002,2006,,NZE121-AHPNK,,,,RAB181L26,,4,
RAB,CASQUILHO DE CHARION,R,,,,ALL07,,,TOYOTA,ALLION,2007,2021,,ZRT260,,,,RAB181L26,,4,
RAB,CASQUILHO DE CHARION,R,,,,AXI06,,,TOYOTA,AXIO,2006,2011,,NZE141,,,,RAB181L26,,4,
RAB,CASQUILHO DE CHARION,R,,,,VIT99,,,TOYOTA,VITZ,1999,2005,,SCP10,,,,RAB221M2,,2,
RAB,CASQUILHO DE CHARION,R,,,,RAU97,,,TOYOTA,RAUM,1997,2003,,EXZ10,,,,RAB221M2,,2,
RAB,CASQUILHO DE CHARION,R,,,,QAS06,,,NISSAN,QASHQAI,2006,2013,,DBA-J10,,,,RAB349V234,,2,
RAB,CASQUILHO DE CHARION,R,,,,XTR01,,,NISSAN,X-TRAIL,2001,2007,,TA-T30,,,,RAB349V234,,2,
RAB,CASQUILHO DE CHARION,R,,,,RAN00,,,FORD,RANGER ,2000,2006,,,,,,RAB454L26,,1,
RE,BRACOS,,,,I,AUR06,013L,,TOYOTA,AURIS,2006,2011,,ZRE152,,,,RE013L348,,4,
RE,BRACOS,,,,I,AUR11,014U,AUR06,TOYOTA,AURIS,2011,2018,,ZRE152,,,,RE013L348,,4,
RE,BRACOS,,,,I,BLA07,039L,AUR06,TOYOTA,BELTA,2007,2012,,AZE154,,,,RE013L348,,4,
RE,BRACOS,,,,I,COR08,059L,AUR06,TOYOTA,COROLLA,2008,2013,,ZRE142,,,,RE013L348,,4,
RE,BRACOS,,LR,,O,019L,,,TOYOTA,AVANZA,2007,2011,,F601,,,,RE019L348,,1,
RE,BRACOS,,LR,,O,022L,,,TOYOTA,AVENSIS,2006,2008,,AZT250,,,,RE022L348,,1,
RE,BRACOS,,,,I,FUN99,077M,VIT99,TOYOTA,FUNCARGO,1999,2005,,NCP20,,,,RE035K348,,4,
RE,BRACOS,,,,I,IST02,103L,VIT99,TOYOTA,IST,2002,2007,,NCP60,,,,RE035K348,,4,
RE,BRACOS,,,,I,PORT04,133L,VIT99,TOYOTA,PORTE,2004,2012,,NNP10,,,,RE035K348,,4,
RE,BRACOS,,,,I,VIT05,220L,VIT99,TOYOTA,VITZ,2005,2010,,KSP90,,,,RE035K348,,4,
RE,BRACOS,,,,I,CAM06,044L,CAM01,TOYOTA,CAMRY,2006,2011,,ACV40,,,,RE043L348,,1,
RE,BRACOS,,,,I,CAMI03,047L,RUS06,TOYOTA,CAMI,2003,2006,,J102E,,,,RE047L348,,3,
RE,BRACOS,,,,I,RUS08,183L,,TOYOTA,RUSH,2008,2017,,J200E,,,,RE047L348,,3,
RE,BRACOS,,,,I,TER06,210L,,DAIHATSU,TERIOS,2006,2013,,J200G,,,,RE047L348,,3,
RE,BRACOS,,,,I,COR96,061M,,TOYOTA,COROLLA,1996,2000,,AE110,,,,RE061M348,,5,
RE,BRACOS,,,,I,RAU97,167M,COR96,TOYOTA,RAUM,1997,2003,,EXZ10,,,,RE061M348,,5,
RE,BRACOS,,,,I,SPA97,201M,COR96,TOYOTA,SPACIO,1997,2001,,AE111N,,,,RE061M348,,5,
RE,BRACOS,,,,I,SPR91,203M,COR96,TOYOTA,SPRINTER ,1991,2000,,AE91,,,,RE061M348,,5,
RE,BRACOS,,,,I,DYN85,067Z,QUA04,TOYOTA,DYNA ,1985,1995,,BU60,,,,RE085M348,,5,
RE,BRACOS,,,,I,DYN95,068M,HIA92,TOYOTA,DYNA ,1995,1999,,LY230,,,,RE085M348,,5,
RE,BRACOS,,,,I,HIA92,085M,,TOYOTA,HIACE,1992,2004,,LH107,,,,RE085M348,,5,
RE,BRACOS,,,,I,QUA04,155L,,TOYOTA,QUANTUM,2004,2020,,KDH200,,,,RE085M348,,5,
RE,BRACOS,,,,I,TOY92,212M,QUA04,TOYOTA,TOYOACE ,1992,2024,,YR21,,,,RE085M348,,5,
RE,BRACOS,,,,I,FOR05,072V,,TOYOTA,FORTUNER,2005,2015,,TGN51,,,,RE091V348,,2,
RE,BRACOS,,,,I,REV16,177U,HIL05,TOYOTA,HILUX ,2016,2024,,GUN125,,,,RE091V348,,2,
RE,BRACOS,,,,I,LAN08,106L,PRA02,TOYOTA,LAND CRUISER,2008,2021,,URJ200,,,,RE106L134,,1,
RE,BRACOS,,,,I,LAN90,107M,,TOYOTA,LAND CRUISER,1990,1997,,FJ80,,,,RE107M348,,1,
RE,BRACOS,,,,I,IS250,102V,MAR05,LEXUS,IS250,2005,2013,,,,,,RE118V348,,4,
RE,BRACOS,,,,I,IST07,104L,RAC05,TOYOTA,IST,2007,2016,,ZSP110,,,,RE118V348,,4,
RE,BRACOS,,,,I,MAR05,118V,,TOYOTA,MARK X,2005,2017,,GSE20-AETLH,,,,RE118V348,,4,
RE,BRACOS,,,,I,RAC05,161L,,TOYOTA,RACTIS,2005,2010,,NCP100,,,,RE118V348,,4,
RE,BRACOS,,,,I,SIE03,191L,RAC05,TOYOTA,SIENTA,2003,2015,,NCP81G,,,,RE061M348,,5,
RE,BRACOS,,,,I,MAR054W,119V,MAR05,TOYOTA,MARK X,2005,2009,,GSE25-AETLH,,,,RE119V348,,1,
RE,BRACOS,,LR,,O,128L,,,TOYOTA,PASSO,2004,2010,,KGC10,,,,RE128L348,,2,
RE,BRACOS,,LR,,O,SIR04,,,DAIHATSU,SIRION,2004,2013,,M110G,,,,RE128L348,,2,
RE,BRACOS,,,,I,PRA02,145V,,TOYOTA,PRADO,2002,2009,,KZJ95,,,,RE145V348,,2,
RE,BRACOS,,,,I,PRA12,146U,PRA02,TOYOTA,PRADO,2012,2024,,GRJ151W-GKAZK,,,,RE145V348,,2,
RE,BRACOS,,,,I,QUA044W,156L,QUA04,TOYOTA,QUANTUM 4WD,2004,2020,,KDH205,,,,RE156L348,,1,
RE,BRACOS,,LR,,O,169L,,,TOYOTA,RAV4,2003,2005,,ACA21,,,,RE169L348,,1,
RE,BRACOS,,,,I,ALL01,001L,RUN02,TOYOTA,ALLION,2001,2007,,NZT240,,,,RE181L348,,7,
RE,BRACOS,,,,I,ALL07,002L,RUN02,TOYOTA,ALLION,2007,2021,,ZRT260,,,,RE181L348,,7,
RE,BRACOS,,,,I,AXI06,029L,RUN02,TOYOTA,AXIO,2006,2011,,NZE141,,,,RE181L348,,7,
RE,BRACOS,,,,I,AXI12,030K,RUN02,TOYOTA,AXIO,2012,2018,,NRE160,,,,RE181L348,,7,
RE,BRACOS,,,,I,BEL05,036L,RUN02,TOYOTA,BELTA,2005,2016,,SCP92,,,,RE181L348,,7,
RE,BRACOS,,,,I,FIL06,071L,RUN02,TOYOTA,FILDER,2006,2012,,NZE121,,,,RE181L348,,7,
RE,BRACOS,,,,I,RUN02,181L,,TOYOTA,RUNX,2002,2006,,NZE121-AHPNK,,,,RE181L348,,7,
RE,BRACOS,,,,I,SUR95,209M,,TOYOTA,SURF,1995,2000,,KZN130,,,,RE209M348,,1,
RE,BRACOS,,LR,,O,221M,,,TOYOTA,VITZ,1999,2005,,SCP10,,,,RE221M348,,1,
RE,BRACOS,,LR,,O,303L,,,NISSAN,ALMERA ,2001,2006,,TA-N16,,,,RE303L348,,2,
RE,BRACOS,,LR,,O,PUL80,,,NISSAN,PULSAR,1980,1986,,E-N10,,,,RE303L348,,2,
RE,BRACOS,,LR,,O,327L,,,NISSAN,MICRA,2002,2010,,UA-AK12,,,,RE327L348,,2,
RE,BRACOS,,LR,,O,CLI99,,,RENAULT,CLIO ,1999,2012,,,,,,RE327L348,,2,
RE,BRACOS,,,,I,MUR04,329V,QAS06,NISSAN,MURANO,2004,2007,,CBA-PZ50,,,,RE329V348,,1,
RE,BRACOS,,,,I,NAV05,335V,,NISSAN,NAVARA,2005,2015,,CBA-D40,,,,RE335V348,,2,
RE,BRACOS,,,,I,NAV10,336V,NAV05,NISSAN,NAVARA,2010,2015,,LDF-D40,,,,RE335V348,,2,
RE,BRACOS,,LR,,O,341L,,,NISSAN,NP200 ,2008,2024,,,,,,RE341L348,,1,
RE,BRACOS,,,,I,DUA07,315V,,NISSAN,DUALS,2007,2013,,DBA-KJ10,,,,RE349V348,,4,
RE,BRACOS,,,,I,QAS06,349V,,NISSAN,QASHQAI,2006,2013,,DBA-J10,,,,RE349V348,,4,
RE,BRACOS,,,,I,QAS13,350U,XTR07,NISSAN,QASHQAI,2013,2021,,DBA-J11,,,,RE349V348,,4,
RE,BRACOS,,,,I,QAS14,351U,XTR07,NISSAN,QASHQAI,2014,2021,,DBA-J11,,,,RE349V348,,4,
RE,BRACOS,,LR,,O,363L,,,NISSAN,TIIDA,2004,2012,,DBA-C11,,,,RE363L348,,1,
RE,BRACOS,,,,I,XTR01,367L,,NISSAN,X-TRAIL,2001,2007,,TA-T30,,,,RE367L348,,1,
RE,BRACOS,,LR,,O,368V,,,NISSAN,X-TRAIL,2007,2013,,DBA-NT31,,,,RE368V348,,1,
RE,BRACOS,,LR,,O,"""6""03",,,MAHINDRA,"""6"" ",2003,2008,,,,,,RE405L348,,1,
RE,BRACOS,,,,I,AXE03,409L,,MAHINDRA,AXELA,2003,2009,,,,,,RE409L348,,2,
RE,BRACOS,,,,I,AXE08,410L,AXE03,MAHINDRA,AXELA,2008,2013,,,,,,RE409L348,,2,
RE,BRACOS,,LR,,O,427U,,,MAHINDRA,CX5,2011,2017,,,,,,RE427U348,,1,
RE,BRACOS,,,,I,DEM03,432L,,MAHINDRA,DEMIO,2003,2007,,,,,,RE432L348,,2,
RE,BRACOS,,,,I,DEM07,433L,DEM03,MAHINDRA,DEMIO,2007,2014,,,,,,RE432L348,,2,
RE,BRACOS,,,,I,BT5012,422U,,MAHINDRA,BT50,2012,2020,,,,,,RE456U348,,2,
RE,BRACOS,,,,I,RAN12,456U,RAN00,FORD,RANGER ,2012,2021,,,,,,RE456U348,,2,
RE,BRACOS,,,,I,VER03,463L,DEM03,MAHINDRA,VERISA ,2003,2011,,,,,,RE463L348,,2,
RE,BRACOS,,,,I,VER08,217L,VER03,TOYOTA,VERSO,2008,2018,,ZGR10,,,,RE463L348,,2,
RE,BRACOS,,,,I,LIT96,114M,NOA98,TOYOTA,LITEACE ,1996,2007,,YR21,,,,RE481V348,,5,
RE,BRACOS,,,,I,NOA98,126M,,TOYOTA,NOAH ,1998,2001,,SR40,,,,RE481V348,,5,
RE,BRACOS,,,,I,NOA984W,127M,NOA98,TOYOTA,NOAH ,1998,2001,,CR40G,,,,RE481V348,,5,
RE,BRACOS,,,,I,TOW98,211M,NOA98,TOYOTA,TOWNACE,1998,2007,,CR42,,,,RE481V348,,5,
RE,BRACOS,,,,I,DMA04,481V,DTE04,ISUZU,D-MAX,2004,2012,,,,,,RE481V348,,5,
RE,BRACOS,,,,I,KB300,493L,DTE04,ISUZU,KB,2004,2012,,,,,,RE486V348,,1,
RE,BRACOS,,LR,,O,512M,,,TOYOTA,LAND CRUISER ,1998,2007,,,,,,RE512M348,,1,
RE,BRACOS,,,,I,PAJ01,516L,PAJ99,MITSUBISHI,PAJERO,2001,2006,,,,,,RE516L348,,1,
RE,BRACOS,,,,I,TRI05,525V,,MITSUBISHI,TRITON,2005,2015,,,,,,RE525V348,,1,
RE,BRACOS,,LR,,O,551L,,,HONDA,ACCORD ,2008,2012,,,,,,RE551L348,,1,
RE,BRACOS,,LR,,O,557L,,,HONDA,CIVIC,2002,2005,,,,,,RE557L348,,1,
RE,BRACOS,,LR,,O,558L,,,HONDA,CIVIC,2005,2011,,,,,,RE558L348,,1,
RE,BRACOS,,,,I,CRV01,566L,,HONDA,CRV,2001,2006,,,,,,RE566L348,,1,
RE,BRACOS,,,,I,CRV06,567V,,HONDA,CRV,2006,2011,,,,,,RE567V348,,1,
RE,BRACOS,,LR,,O,574M,,,HONDA,CRV,1995,2001,,,,,,RE574M348,,1,
RE,BRACOS,,,,I,FIT04,575L,,HONDA,FIT,2004,2008,,,,,,RE575L348,,1,
RE,BRACOS,,,,I,FIT08,576L,,HONDA,FIT,2008,2014,,,,,,RE576L348,,2,
RE,BRACOS,,,,I,FIT11,577K,FIT08,HONDA,FIT,2011,2014,,,,,,RE576L348,,2,
RE,BRACOS,,LR,,O,320i04,,,BMW,320i,2004,2012,,,,,,RE635V348,,1,
RE,BRACOS,,LR,,O,761L,,,HYUNDAI,ACCENT ,2005,2010,,,,,,RE761L348,,2,
RE,BRACOS,,LR,,O,H10010,,,HYUNDAI,H100,2010,2019,,,,,,RE761L348,,2,
RE,BRACOS,,LR,,O,769L,,,HYUNDAI,ELANTRA,2003,2006,,,,,,RE769L348,,3,
RE,BRACOS,,LR,,O,CER09,,,KIA,CERATO ,2009,2013,,,,,,RE769L348,,3,
RE,BRACOS,,LR,,O,SON98,,,HYUNDAI,SONATA,1998,2004,,,,,,RE769L348,,3,
RE,BRACOS,,LR,,O,770L,,,HYUNDAI,ELANTRA,2006,2010,,,,,,RE770L348,,1,
RE,BRACOS,,LR,,O,773L,,,HYUNDAI,H100,2010,2019,,,,,,RE773L348,,1,
RE,BRACOS,,LR,,O,775L,,,HYUNDAI,H1 ,2008,2023,,,,,,RE775L348,,1,
RE,BRACOS,,LR,,O,779L,,,KIA,K2700  ,2004,2014,,,,,,RE779L348,,1,
RE,BRACOS,,LR,,O,782L,,,KIA ,PICANTO ,2004,2011,,,,,,RE782L348,,1,
RE,BRACOS,,LR,,O,784L,,,KIA,RIO,2005,2011,,,,,,RE784L348,,2,
RE,BRACOS,,LR,,O,ACC05,,,HYUNDAI,ACCENT ,2005,2010,,,,,,RE784L348,,2,
RE,BRACOS,,LR,,O,787L,,,HYUNDAI,SANTA,2006,2012,,,,,,RE787L348,,1,
RE,BRACOS,,LR,,O,797L,,,HYUNDAI,TUCSON,2004,2009,,,,,,RE797L348,,1,
RE,BRACOS,,LR,,O,801L,,,VOLVO,S40 ,2004,2012,,,,,,RE801L348,,1,
RE,BRACOS,,LR,,O,807L,,,VOLVO,XC90,2001,2014,,,,,,RE807L348,,2,
RE,BRACOS,,LR,,O,XC7001,,,VOLVO,XC70,2000,2007,,,,,,RE807L348,,2,
RE,BRACOS,,LR,,O,821L,,,CHEVROLET,MERIVA ,2003,2008,,,,,,RE821L348,,1,
RE,BRACOS,,LR,,O,847L,,,JEEP,CHEROKEE ,2007,2012,,,,,,RE847L348,,1,
SBUS,CASQUILHOS DAS MOLAS,,,,,FOR05,072V,,TOYOTA,FORTUNER,2005,2015,,TGN51,,,,SBU091V20,,1,
SBUS,CASQUILHOS DAS MOLAS,,,,,HIL95,094M,,TOYOTA,HILUX,1995,1997,,LN106,,,,SBU094M20,,1,
SBU,CASQUILHOS DAS MOLAS,,,,,107M,,,TOYOTA,LAND CRUISER,1990,1997,,FJ80,,,,SBU107M20,,1,
SBU,CASQUILHOS DAS MOLAS,,,,,107M,,,TOYOTA,LAND CRUISER,1990,1997,,FJ80,,,,SBU107M200,,1,
SBUS,CASQUILHOS DAS MOLAS,,,,,LAN90,107M,,TOYOTA,LAND CRUISER,1990,1997,,FJ80,,,,SBU107M2000,,1,
SBUS,CASQUILHOS DAS MOLAS,,,,,DYN85,067Z,HIA92,TOYOTA,DYNA ,1985,1995,,BU60,,,,SBU155L20,,4,
SBUS,CASQUILHOS DAS MOLAS,,,,,DYN95,068M,HIA92,TOYOTA,DYNA ,1995,1999,,LY230,,,,SBU155L20,,4,
SBUS,CASQUILHOS DAS MOLAS,,,,,HIA92,085M,,TOYOTA,HIACE,1992,2004,,LH107,,,,SBU155L20,,4,
SBUS,CASQUILHOS DAS MOLAS,,,,,QUA04,155L,,TOYOTA,QUANTUM,2004,2020,,KDH200,,,,SBU155L20,,4,
SBUS,CASQUILHOS DAS MOLAS,,,,,REV16,177U,,TOYOTA,HILUX ,2016,2024,,GUN125,,,,SBU177U20,,1,
SBU,CASQUILHOS DAS MOLAS,,,,,300L,,,UNIVERSAL,UNIV,,,,,,,,SBU300L20,,1,
SBU,CASQUILHOS DAS MOLAS,,,,,300L,,,UNIVERSAL,UNIV,,,,,,,,SBU300L200,,1,
SBU,CASQUILHOS DAS MOLAS,,,,,1400,,,NISSAN,1400,1996,2000,,B11,,,,SBU301M20,,1,
SBU,CASQUILHOS DAS MOLAS,,,,,1400,,,NISSAN,1400,1996,2000,,B11,,,,SBU301M234,,1,
SBU,CASQUILHOS DAS MOLAS,,,,,1400,,,NISSAN,1400,1996,2000,,B11,,,,SBU301M2340,,1,
SBU,CASQUILHOS DAS MOLAS,,,,,317M,,,NISSAN,HARDBODY ,1998,2004,,KC-LFD22,,,,SBU317M20,,1,
SBUS,CASQUILHOS DAS MOLAS,,,,,HAR98,317M,,NISSAN,HARDBODY ,1998,2004,,KC-LFD22,,,,SBU317M200,,2,
SBUS,CASQUILHOS DAS MOLAS,,,,,NP300,342L,,NISSAN,HARDBODY ,2008,2024,,LDF-D22,,,,SBU317M200,,2,
SBU,CASQUILHOS DAS MOLAS,,,,,317M,,,NISSAN,HARDBODY ,1998,2004,,KC-LFD22,,,,SBU317M234,,2,
SBU,CASQUILHOS DAS MOLAS,,,,,NP300,,,NISSAN,HARDBODY ,2008,2024,,LDF-D22,,,,SBU317M234,,2,
SBU,CASQUILHOS DAS MOLAS,,,,,414Z,,,FORD,BANTAM ,1986,1990,,,,,,SBU414Z20,,1,
SBU,CASQUILHOS DAS MOLAS,,,,,452Z,,,TOYOTA,LAND CRUISER ,1969,1984,,,,,,SBU452Z20,,1,
SBU,CASQUILHOS DAS MOLAS,,,,,454L,,,FORD,RANGER ,2000,2006,,,,,,SBU454L20,,4,
SBU,CASQUILHOS DAS MOLAS,,,,,BT5007,,,MAHINDRA,BT50,2007,2011,,ALUA07,,,,SBU454L20,,4,
SBU,CASQUILHOS DAS MOLAS,,,,,COU86,,,MAHINDRA,COURIER ,1986,1998,,,,,,SBU454L20,,4,
SBU,CASQUILHOS DAS MOLAS,,,,,RAN07,,,FORD,RANGER ,2007,2012,,,,,,SBU454L20,,4,
SBUS,CASQUILHOS DAS MOLAS,,,,,BT5007,421L,,MAHINDRA,BT50,2007,2011,,ALUA07,,,,SBU454L200,,4,
SBUS,CASQUILHOS DAS MOLAS,,,,,RAN00,454L,,FORD,RANGER ,2000,2006,,,,,,SBU454L200,,4,
SBUS,CASQUILHOS DAS MOLAS,,,,,RAN07,455L,,FORD,RANGER ,2007,2012,,,,,,SBU454L200,,4,
SBU,CASQUILHOS DAS MOLAS,,,,,COU86,,,MAHINDRA,COURIER ,1986,1998,,,,,,SBU454L200,,4,
SBU,CASQUILHOS DAS MOLAS,,,,,454L,,,FORD,RANGER ,2000,2006,,,,,,SBU454L26,,1,
SBUS,CASQUILHOS DAS MOLAS,,,,,BT5012,422U,,MAHINDRA,BT50,2012,2020,,,,,,SBU456U20,,2,
SBUS,CASQUILHOS DAS MOLAS,,,,,RAN12,456U,,FORD,RANGER ,2012,2021,,,,,,SBU456U20,,2,
SBU,CASQUILHOS DAS MOLAS,,,,,490L,,,ISUZU,KB,2004,2012,,,,,,SBU490L20,,1,
SBUS,CASQUILHOS DAS MOLAS,,,,,KB250,490L,,ISUZU,KB,2004,2012,,,,,,SBU490L200,,1,
SBUS,CASQUILHOS DAS MOLAS,,,,,DMA04,481V,,ISUZU,D-MAX,2004,2012,,,,,,SBU493L20,,2,
SBU,CASQUILHOS DAS MOLAS,,,,,KB250,,,ISUZU,KB,2004,2012,,,,,,SBU493L20,,2,
SBUS,CASQUILHOS DAS MOLAS,,,,,COL94,501M,,MITSUBISHI,COLT ,1994,1998,,,,,,SBU501M20,,1,
SBU,CASQUILHOS DAS MOLAS,,,,,HAR98,,,NISSAN,HARDBODY ,1998,2004,,KC-LFD22,,,,SBUS317M2,,1,
SBU,CASQUILHOS DAS MOLAS,,,,,BT5012,,,MAHINDRA,BT50,2012,2020,,,,,,SBUS456U2,,2,
SBU,CASQUILHOS DAS MOLAS,,,,,RAN12,,,FORD,RANGER ,2012,2021,,,,,,SBUS456U2,,2,
SBU,CASQUILHOS DAS MOLAS,,,,,RAN12,,,FORD,RANGER ,2012,2021,,,,,,SBUS456U23,,1,
SC,CASQUILHO DA CAIXA,,,,,636M,,,BMW,320i,1992,2000,,,,,,SC636M134,,1,
SC,CASQUILHO DA CAIXA,,,,,320i92,,,BMW,320i,1992,2000,,,,,,SC636M2,,1,
SH,AMORTECEDOR,F,L,,,ALL07,002L,,TOYOTA,ALLION,2007,2021,,ZRT260,,,,SH002L13,,1,
SH,AMORTECEDOR,F,R,,,ALL07,002L,,TOYOTA,ALLION,2007,2021,,ZRT260,,,,SH002L14,,1,
SH,AMORTECEDOR,F,L,,,ALP02,006L,,TOYOTA,ALPHARD,2002,2008,,ANH10,,,,SH006L13,,1,
SH,AMORTECEDOR,F,R,,,ALP02,006L,,TOYOTA,ALPHARD,2002,2008,,ANH10,,,,SH006L14,,1,
SH,AMORTECEDOR,R,LR,,,ALP02,006L,,TOYOTA,ALPHARD,2002,2008,,ANH10,,,,SH006L234,,1,
SH,AMORTECEDOR,R,LR,,,SIE03,191L,,TOYOTA,SIENTA,2003,2015,,NCP81G,,,,SH181L234,,8,
SH,AMORTECEDOR,F,L,,,ALP08,007L,,TOYOTA,ALPHARD,2008,2015,,ANH20,,,,SH007L13,,1,
BP,CALCOS,F,LR,,,ALP08,,,TOYOTA,ALPHARD,2008,2015,,ANH20,,,,SH007L14,,1,
SH,AMORTECEDOR,R,LR,,,ALP08,007L,,TOYOTA,ALPHARD,2008,2015,,ANH20,,,,SH007L234,,1,
SH,AMORTECEDOR,F,L,,,AUR06,013L,,TOYOTA,AURIS,2006,2011,,ZRE152,,,,SH013L13,,3,
SH,AMORTECEDOR,F,L,,,BLA07,039L,,TOYOTA,BELTA,2007,2012,,AZE154,,,,SH013L13,,3,
SH,AMORTECEDOR,F,L,,,COR08,059L,,TOYOTA,COROLLA,2008,2013,,ZRE142,,,,SH013L13,,3,
SH,AMORTECEDOR,F,R,,,AUR06,013L,,TOYOTA,AURIS,2006,2011,,ZRE152,,,,SH013L14,,3,
SH,AMORTECEDOR,F,R,,,BLA07,039L,,TOYOTA,BELTA,2007,2012,,AZE154,,,,SH013L14,,3,
SH,AMORTECEDOR,F,R,,,COR08,059L,,TOYOTA,COROLLA,2008,2013,,ZRE142,,,,SH013L14,,3,
SH,AMORTECEDOR,R,LR,,,AUR06,013L,,TOYOTA,AURIS,2006,2011,,ZRE152,,,,SH013L234,,4,
